# unlabeled youtube video segments from the dcase dataset, reformated like google_audioset_meta
# 10 classes: /m/07pp_mv, /m/09x0r, /m/0bt9lr, /m/01yrx, /m/04brg2, /m/0dxrf, /m/04fgwm, /m/0d31p, /m/02pjr4, /m/0838f
# YTID, start_seconds, end_seconds
XK80n70z3wU, 110.000, 120.000
XLw1n2pXlNo, 30.000, 40.000
XMTfiUKHkRs, 170.000, 180.000
XN8o7qbl7Kw, 10.000, 20.000
XNNieEECeY0, 120.000, 130.000
XPRNMelf5Fs, 230.000, 240.000
XPa7718pWRI, 150.000, 160.000
XRPvLjVp6kg, 250.000, 260.000
XSl77DUucT0, 210.000, 220.000
XU12OEC5V-4, 70.000, 80.000
XWe4ZOftxcU, 130.000, 140.000
Xcug2VM3E40, 400.000, 410.000
XmWb0n0OvKo, 280.000, 290.000
XtHQOVetJ4g, 520.000, 530.000
Xvf_v-j8xyI, 80.000, 90.000
XwFTPzQsRjk, 220.000, 230.000
XyQsAjFqPD8, 210.000, 220.000
Y2rpMGWTPGk, 490.000, 500.000
YAE0QzqHcEM, 140.000, 150.000
YAsY_5DfwMc, 10.000, 20.000
YDnlouGTXo0, 30.000, 40.000
YN8cHXmRl3k, 150.000, 160.000
YSnqN9kM7Hs, 30.000, 40.000
YVXx7j-zVZE, 240.000, 250.000
YW7UwCQYh4M, 300.000, 310.000
YYWYRfD4Tbc, 110.000, 120.000
YZ0fIuDlecE, 440.000, 450.000
YfUcJjx4yLM, 140.000, 150.000
YkrA7DEXGEM, 220.000, 230.000
Ynd5DMnif0E, 450.000, 460.000
Yr1ZK3hYAzw, 220.000, 230.000
Yrr1AFjCRwM, 80.000, 90.000
Z-UFhNdCYi0, 360.000, 370.000
Z3mmijHMPec, 170.000, 180.000
Z49tiDodx9Q, 120.000, 130.000
Z4qVhsxcusQ, 80.000, 90.000
Z5bpo2sBsl8, 30.000, 40.000
ZC6gGd3VbI0, 70.000, 80.000
ZDT3GFtFE0o, 50.000, 60.000
ZJ29cu-O2cM, 290.000, 300.000
ZK6mfdOA_34, 120.000, 130.000
ZL62DkApVvg, 370.000, 380.000
ZNHImw-onEI, 180.000, 190.000
ZPRTD7bbO_4, 360.000, 370.000
ZR3Yfr6eM0k, 160.000, 170.000
ZRIRgimtsig, 30.000, 40.000
ZSTYAege2FA, 140.000, 150.000
ZVRROx6oxTk, 410.000, 420.000
ZXGrcrlacdU, 40.000, 50.000
ZbGZVM3eHqM, 320.000, 330.000
ZqY4BDCtUc0, 130.000, 140.000
ZsOzVQkKLgY, 20.000, 30.000
Zu4H3zW-Xgc, 360.000, 370.000
ZyiZ-daCce0, 10.000, 20.000
_1hnunrX__k, 210.000, 220.000
_5Sv541tbps, 30.000, 40.000
_6VjGnHYwhY, 30.000, 40.000
_7z7n0p3txQ, 190.000, 200.000
_80R6hbEtv4, 230.000, 240.000
_8kyaqkdBe0, 50.000, 60.000
_9frrPyJgeY, 150.000, 160.000
_9mgOkzm-xg, 120.000, 130.000
_ABqhxuLg1E, 250.000, 260.000
_EEJq-rAUH8, 30.000, 40.000
_FXTu9iBlrM, 340.000, 350.000
_Hqk5kQC6Jg, 290.000, 300.000
_Lwu-ZCmonw, 190.000, 200.000
_MUT1QNstj4, 160.000, 170.000
_TnPh91PXI8, 200.000, 210.000
_V_EWQBAji0, 430.000, 440.000
__RfkZZfb8M, 100.000, 110.000
__wLrW9-eKk, 0.000, 10.000
_aS4fjXbOgA, 290.000, 300.000
_aW6MDHxSTU, 220.000, 230.000
_ae94Lp_gP4, 20.000, 30.000
_g6P3kzkNkU, 180.000, 190.000
_jc5RtB285A, 60.000, 70.000
_jiQqtIGQpI, 170.000, 180.000
_mtyKXigOms, 260.000, 270.000
_oKctmnTWw0, 30.000, 40.000
_ojS2B9XRgQ, 30.000, 40.000
_qbuH6Ye1X0, 180.000, 190.000
_vX9LR0ZJXg, 60.000, 70.000
_vvTMwpB9n0, 400.000, 410.000
_y7uWrroS48, 90.000, 100.000
a-Lr6uTCSiU, 180.000, 190.000
a2vbVTzcI8U, 40.000, 50.000
a6Yltl1nVPk, 130.000, 140.000
a85dvW4TdSo, 30.000, 40.000
aBQTUfd_G1M, 270.000, 280.000
aFLLypHkzas, 160.000, 170.000
aG6DxVWHtL8, 330.000, 340.000
aGJK9YULLfs, 500.000, 510.000
aJ91lmVpbpY, 140.000, 150.000
aJGNYYxL-7I, 170.000, 180.000
aJHKClxgXmY, 430.000, 440.000
aVkCOoCBCHo, 280.000, 290.000
aXt33ARUeFs, 200.000, 210.000
aYSFzd4dV5U, 60.000, 70.000
a_kYYJ-uRlo, 180.000, 190.000
aaUv5YYvNTk, 260.000, 270.000
adKABP672S0, 30.000, 40.000
adgS-GWLl_U, 30.000, 40.000
adlCboR7J5I, 30.000, 40.000
alNNomTOVBs, 160.000, 170.000
anTWLwYOyIk, 30.000, 40.000
aoPAdosurbg, 7.000, 17.000
aoeLe833NT8, 110.000, 120.000
asmgBtB1bwU, 10.000, 20.000
atkiN9vlt80, 30.000, 40.000
avUTGKIpeA0, 490.000, 500.000
bADnez6qSjE, 0.000, 10.000
bBikpF2mWTA, 30.000, 40.000
bFm3ZqzIIOs, 90.000, 100.000
bG2GR-yRm_s, 200.000, 210.000
bG7O48UtwbM, 230.000, 240.000
bLljBoY4Otg, 210.000, 220.000
bNEJcoFsIyc, 20.000, 30.000
bQ2EG5R4aCg, 24.000, 34.000
bQn18Iahk7w, 90.000, 100.000
b_YhAhNDNj8, 1.000, 11.000
ba41dlvO7fc, 120.000, 130.000
bcWBkCPYkWw, 60.000, 70.000
bjvyJWBbJE8, 100.000, 110.000
blBVeWEx62Y, 50.000, 60.000
blRQ2pf35Bo, 60.000, 70.000
bpkTj_F7vrk, 50.000, 60.000
bu0aMvPXqY4, 30.000, 40.000
by02DAnASfU, 40.000, 50.000
c1WOkSb5gyU, 360.000, 370.000
cEn0wIWGjy4, 580.000, 590.000
cKAXNTFL15E, 130.000, 140.000
cUKjL6RGayA, 270.000, 280.000
cVGjifNurKw, 180.000, 190.000
cXmSlVHgCfo, 210.000, 220.000
caT1L6n2Hdg, 360.000, 370.000
cgFtQ6BUIR0, 30.000, 40.000
ciMdCdXFVt0, 320.000, 330.000
cnWssIAfp04, 330.000, 340.000
cse7Y5qqu-4, 530.000, 540.000
cy-uX8__w7I, 440.000, 450.000
d18b7awu7hU, 260.000, 270.000
d3rE6DGESQc, 240.000, 250.000
d48mehBDsLA, 18.000, 28.000
d4dRtpsgLu4, 420.000, 430.000
d7r969QwXFE, 90.000, 100.000
d8oDKdwRcnc, 170.000, 180.000
dBJgGZ_RRco, 50.000, 60.000
dBVKKT3Zs0I, 190.000, 200.000
dHJ0pK27t6k, 240.000, 250.000
dIKNeu8eFPA, 240.000, 250.000
dIg1NucNREY, 70.000, 80.000
dLnH58IDcVs, 100.000, 110.000
dMAsTkbkLr8, 220.000, 230.000
dMAunkJXIR8, 210.000, 220.000
dR95OaU_5C0, 550.000, 560.000
dUjNwA9M8eU, 260.000, 270.000
dXfl7MkgK3A, 200.000, 210.000
dYp14Vnsi9E, 30.000, 40.000
dZBh97T7PYY, 450.000, 460.000
dZZnP2pGdr8, 240.000, 250.000
dcFKdfy2-28, 380.000, 390.000
dd6vvls0r58, 60.000, 70.000
dfEYsY4ZJYQ, 160.000, 170.000
dsfD7LBnjOg, 290.000, 300.000
dxanjYIv-gU, 130.000, 140.000
dz993nnOKVE, 180.000, 190.000
e06A9KgM8EI, 300.000, 310.000
e4dFmZ2MOMQ, 360.000, 370.000
e7l1R7JSKKQ, 80.000, 90.000
e9vwjERytpg, 340.000, 350.000
e9yTCDEp0ls, 30.000, 40.000
eBIRDYr_ku8, 130.000, 140.000
eDAuT-uq1A4, 160.000, 170.000
eDmLQOILpbw, 30.000, 40.000
eK2Ru7OTfhw, 430.000, 440.000
eN-ZhGrpgEw, 430.000, 440.000
eRJsmIqXFgU, 340.000, 350.000
eXEhb0q9KOE, 160.000, 170.000
efi4kkhjUVU, 30.000, 40.000
eircvYXGB4c, 100.000, 110.000
ekw9CJbKpcI, 12.000, 22.000
elMF1bYSWXQ, 170.000, 180.000
eoZpZNbJG44, 500.000, 510.000
etInNW0gz1o, 30.000, 40.000
f4kU8ULE7VU, 30.000, 40.000
f5woskysrEI, 100.000, 110.000
f9TCFE09eXk, 30.000, 40.000
fAJ4g_OI0WA, 360.000, 370.000
fFHFDIkBV8c, 23.000, 33.000
fHObaU4CnWI, 150.000, 160.000
fI4oo3snmLs, 140.000, 150.000
fIFmHY0RjVI, 160.000, 170.000
fIStQQFxb_Q, 460.000, 470.000
fKvgup3IChI, 330.000, 340.000
fMITGqu0gtU, 240.000, 250.000
fMhXrcqRVeY, 260.000, 270.000
fPslyRyTS7M, 240.000, 250.000
fR3RTaE4mVY, 160.000, 170.000
fS2fQcgKPRU, 0.000, 10.000
fgzFz6_z2WE, 80.000, 90.000
fhFOArLxbA4, 530.000, 540.000
fkrqbIh3JIk, 210.000, 220.000
flIJJVsH0yc, 90.000, 100.000
fplY8GNqWLc, 40.000, 50.000
fquf9u-D93o, 360.000, 370.000
frT2FL9bKH8, 170.000, 180.000
ftHhwdYh720, 70.000, 80.000
fxBT_GOtkQo, 120.000, 130.000
g-AtQKNS7Wo, 290.000, 300.000
g238AYt8kAQ, 220.000, 230.000
g6YoXxlW30E, 30.000, 40.000
g765TOvaIcY, 140.000, 150.000
g9EvxI-hnLo, 230.000, 240.000
gAbuJoy-Psk, 230.000, 240.000
gBrCDwE6n8I, 230.000, 240.000
gEPMhhsFjCE, 10.000, 20.000
gHmIq32iuRs, 230.000, 240.000
gOWX5_91Gu8, 210.000, 220.000
gXJTtqyBBIA, 7.000, 17.000
g_VZieO0IWY, 60.000, 70.000
gdKqaa_Cagw, 30.000, 40.000
gdwPg2oQMr4, 200.000, 210.000
gjpRpp9YV8I, 310.000, 320.000
gncVUvG1cm0, 150.000, 160.000
gx-vFmkWXyo, 90.000, 100.000
gyv7oH2MDVo, 80.000, 90.000
h4XqqFlStb0, 310.000, 320.000
hBA494MU4Oc, 360.000, 370.000
hBmBpYS-eqc, 70.000, 80.000
hCwCvo7iT2A, 260.000, 270.000
hDtZs9sRMCs, 160.000, 170.000
hEAmCiWcEWo, 160.000, 170.000
hEfC4ICNfqo, 180.000, 190.000
hEy8jLegmo4, 250.000, 260.000
hJZW8ZOU49M, 10.000, 20.000
hLCtJH2jwOc, 590.000, 600.000
hMWNmLXiP1o, 210.000, 220.000
hOhw3D-CQ5s, 100.000, 110.000
hPuIv4oi0H0, 160.000, 170.000
hTufUL7NEAY, 380.000, 390.000
hV7cXO_rEgc, 290.000, 300.000
hZCS51xdpEw, 100.000, 110.000
hcSddyHAHq8, 30.000, 40.000
hdMtNVOyycI, 60.000, 70.000
hhZXMILouSI, 0.000, 10.000
hieMgoar4Qo, 110.000, 120.000
hk1tnfuhEuI, 30.000, 40.000
hnT7dZXkN7g, 150.000, 160.000
hppIaJ0wY7Q, 240.000, 250.000
ht0rsEf6y8w, 170.000, 180.000
htH11ABhk5Q, 470.000, 480.000
hxcEEQV9lwg, 10.000, 20.000
hxoYXNgr0zQ, 100.000, 110.000
i0lJhaj34LQ, 170.000, 180.000
i1ElbxN07k0, 540.000, 550.000
i5YPt5HXrhE, 70.000, 80.000
i7ZN0r-hCak, 80.000, 90.000
iEoiwktqmCQ, 260.000, 270.000
iGIBOiHhqAc, 90.000, 100.000
iHqV-lL2mFQ, 190.000, 200.000
iKCjBLE6ANg, 430.000, 440.000
iL9BXVduNZA, 230.000, 240.000
iLJZBPnhqYw, 30.000, 40.000
iMufM-iloXQ, 30.000, 40.000
iPw4-FZXVCg, 330.000, 340.000
iQL6EaPqL3k, 420.000, 430.000
iT70ETa1uf8, 130.000, 140.000
iUYMH1U8uVU, 20.000, 30.000
iWf9pav5Gvc, 50.000, 60.000
iXMdwkj31QY, 310.000, 320.000
iZnfCDbXL9o, 370.000, 380.000
ichBF5KA2XA, 110.000, 120.000
ihRItiHL2XM, 30.000, 40.000
ihixtNGLJDI, 110.000, 120.000
ijisPg7I5yA, 130.000, 140.000
ioL2myuU5aY, 30.000, 40.000
ireANu0kvDw, 580.000, 590.000
itezQ-gmPYg, 90.000, 100.000
ixaY3TcKFFA, 290.000, 300.000
j5b5QCbl3qg, 570.000, 580.000
j6XsgA7kXKY, 150.000, 160.000
j9GW2bvSfG4, 30.000, 40.000
jAmih2A5F9U, 160.000, 170.000
jBkwlAPvYQo, 260.000, 270.000
jDU8EKEf2sc, 2.000, 12.000
jDkxlweOVec, 29.000, 39.000
jS7tLcy7UK0, 410.000, 420.000
jT5NNJf9ipQ, 580.000, 590.000
jZYG3fhyOBU, 0.000, 10.000
jb-MWYG4Q_I, 270.000, 280.000
jbxDJrO3vPA, 200.000, 210.000
jkUJJ6ZdUbE, 220.000, 230.000
jmC5wAT3zkA, 30.000, 40.000
joK4CTsWy-E, 30.000, 40.000
jpqUA3PKge4, 140.000, 150.000
jpxpllD8Qt8, 190.000, 200.000
jqs8VplFUhw, 21.000, 31.000
jrhXVECbAUg, 220.000, 230.000
jsUVfEn_f9A, 370.000, 380.000
jsXyUXoDVRo, 440.000, 450.000
jwrjMRw59Rw, 120.000, 130.000
jxyl9s75u3w, 160.000, 170.000
k21ZMxboZP0, 550.000, 560.000
k4YscEJDfyo, 300.000, 310.000
k5WYpO7VrDg, 330.000, 340.000
kAW6hP9JXVA, 100.000, 110.000
kC3tO0XoCBU, 200.000, 210.000
kDmmJs9yTjk, 30.000, 40.000
kEjk41She8A, 10.000, 20.000
kJzooaop_Yg, 120.000, 130.000
kKZCRj9axs8, 50.000, 60.000
kM_28S6mglk, 330.000, 340.000
kNez-7xc30g, 30.000, 40.000
kNoaITBMqkY, 80.000, 90.000
kiQn94M2O3E, 300.000, 310.000
ki_0xPD8gzM, 130.000, 140.000
klS5bXcQdEE, 260.000, 270.000
kmJQQ4SQ0bc, 550.000, 560.000
kmws4PY66HY, 210.000, 220.000
kn2vSRLQQlA, 470.000, 480.000
l0_VYUUtOtE, 220.000, 230.000
l0zq8cL7fPs, 80.000, 90.000
l1cP8zbUtGE, 60.000, 70.000
l352OUcT5Bc, 210.000, 220.000
l3jwHQ_D4bk, 30.000, 40.000
l3lROvgZMis, 100.000, 110.000
l625ypfMGFE, 260.000, 270.000
lAT1L3uFVyI, 150.000, 160.000
lBKVg4pbL3E, 30.000, 40.000
lKfQSeJrv7U, 170.000, 180.000
lMN_i3x4tq4, 120.000, 130.000
lQISqCIQwiQ, 270.000, 280.000
lW5K5_D2OBc, 70.000, 80.000
lZHyiuGn8Z0, 50.000, 60.000
laNSeKR6Qpg, 480.000, 490.000
lotb8RGXxcQ, 30.000, 40.000
lq9RvAA4mqY, 180.000, 190.000
lyVtb_SqsHk, 310.000, 320.000
m4G3Aq_23Kw, 250.000, 260.000
m4cgoGXTl-4, 30.000, 40.000
m5OB5C1hl2c, 60.000, 70.000
m8gFUNOlrM0, 450.000, 460.000
m8jMfbXd_7I, 50.000, 60.000
mCxPHyEoiAk, 400.000, 410.000
mIl6MvpmmDI, 380.000, 390.000
mJjz2o6NC-U, 190.000, 200.000
mKhdRT-GhSE, 90.000, 100.000
mMRkGDgsjSU, 250.000, 260.000
mOY9oHIBhb0, 320.000, 330.000
mUGmCSNETcg, 310.000, 320.000
mWFBGznInq8, 120.000, 130.000
mY6c0ZLFMZY, 90.000, 100.000
mYHO-vjkZFo, 440.000, 450.000
m_U506sf9p4, 170.000, 180.000
mjdo8Ssdevs, 170.000, 180.000
mkx0gVdmUUY, 70.000, 80.000
mlHu8fTomz0, 190.000, 200.000
mlNJRYKftEQ, 30.000, 40.000
mnkzVHd-4vk, 60.000, 70.000
moq7Cp7NAno, 190.000, 200.000
mqaeaJs0poc, 0.000, 10.000
mrLeelH8KbY, 200.000, 210.000
mrh0LuFVLZg, 140.000, 150.000
mrn9qUSGu3c, 150.000, 160.000
msf1aHqZSIk, 50.000, 60.000
mzSvhEykxeo, 230.000, 240.000
n-V9PgoxxRI, 30.000, 40.000
n3roh21OK50, 290.000, 300.000
n4lEdW2B0lE, 300.000, 310.000
n4udvziPpZY, 170.000, 180.000
nAuY0LFAxu0, 240.000, 250.000
nCaKpqzpz0c, 580.000, 590.000
nKzvDbYkqzo, 150.000, 160.000
nLETmNKPd_A, 390.000, 400.000
nPVeOVpZXEg, 110.000, 120.000
nYanFiBP8s0, 140.000, 150.000
na8LT1hXDyQ, 80.000, 90.000
ncxClRyvv6U, 110.000, 120.000
nhu9-Jrd4TQ, 320.000, 330.000
niCYTThE2Jg, 8.000, 18.000
njUBRJ23kAE, 330.000, 340.000
no-yzGVMyfc, 20.000, 30.000
non81HXqfks, 180.000, 190.000
npTDIx_ceY4, 460.000, 470.000
ntKdstS9Lhc, 210.000, 220.000
ntweOUW0-0o, 580.000, 590.000
o-5FYWJH41s, 270.000, 280.000
o3nuD2TGvWo, 30.000, 40.000
o4T7c332Qa0, 160.000, 170.000
oEgtuP6Pjt4, 40.000, 50.000
oFovX_HmKpU, 220.000, 230.000
oIwq-FDJUj0, 120.000, 130.000
oKWq4xBuSrI, 120.000, 130.000
oOAWJUCGgZM, 140.000, 150.000
oPV0tfqOR08, 20.000, 30.000
oYBTTHe9hTI, 120.000, 130.000
oYqpy-WF9mc, 280.000, 290.000
ofNfob3lnbs, 420.000, 430.000
ogDUEhk3vNI, 170.000, 180.000
osW-BkCWZd8, 60.000, 70.000
oskyqUO3WXM, 210.000, 220.000
ov84BaImOdc, 520.000, 530.000
ozfhnFdJgDY, 30.000, 40.000
p4vC1f27x7M, 470.000, 480.000
p6eAqnUoZFY, 70.000, 80.000
pD9reQng7bQ, 190.000, 200.000
pENU-BI-dAs, 30.000, 40.000
pGawVy_VTrc, 380.000, 390.000
pHivubc0rH4, 320.000, 330.000
pKB2OAe3kK0, 310.000, 320.000
pTlC9dSwyrM, 200.000, 210.000
pYIMdCoNlZE, 200.000, 210.000
p_-ycxXycxU, 70.000, 80.000
paHarESKS9g, 250.000, 260.000
paf0nyjg1Js, 110.000, 120.000
pazgZlloB3Q, 15.000, 25.000
pb1MaHMUWLI, 80.000, 90.000
pfXqVyiJddM, 30.000, 40.000
phwRzhP6AiU, 40.000, 50.000
pobl2np6aLU, 150.000, 160.000
pp8rREnjh9A, 160.000, 170.000
pqWHpI-Ac8E, 330.000, 340.000
pw6NMY-rrao, 240.000, 250.000
pw7kwuO322s, 350.000, 360.000
pxtoO2ZaMrY, 340.000, 350.000
q0rcf-Lmwkk, 440.000, 450.000
q1Nbh0LcKs0, 340.000, 350.000
q4CjNqm3oW0, 180.000, 190.000
q9H_RDbgP0E, 110.000, 120.000
qDeCBz1GPIo, 21.000, 31.000
qKJCskHfop4, 210.000, 220.000
qPQ61njMDGw, 30.000, 40.000
qPmG3bBnR-s, 430.000, 440.000
qQjOEzVLK94, 90.000, 100.000
qS-GxaSGg5Q, 310.000, 320.000
qTsC-YyoJZI, 330.000, 340.000
qUk3QfgWH6M, 14.000, 24.000
q_4gYXDATT8, 150.000, 160.000
qc7bFRQua40, 0.000, 10.000
qfpNBY-4OJ0, 250.000, 260.000
qhuXq_l_c7o, 390.000, 400.000
qiJg_bNgmSQ, 250.000, 260.000
qpX0L3tJwqE, 70.000, 80.000
qpljceMMPno, 0.000, 10.000
qpxXvU7N5ec, 0.000, 10.000
qrp9IVX1iXI, 30.000, 40.000
qxVgJ_AKBWQ, 330.000, 340.000
qycVV5TjyKU, 340.000, 350.000
r4_chRSQLsU, 120.000, 130.000
r8J8QrK2ESA, 110.000, 120.000
r9quf7Ko_xw, 30.000, 40.000
rDPcotDNEco, 220.000, 230.000
rFl4uiLbQcQ, 360.000, 370.000
rJuPRrLxtcs, 30.000, 40.000
rMJ2BINXrCo, 310.000, 320.000
rOEYuKr0elI, 140.000, 150.000
rR6erBMFHYE, 390.000, 400.000
rUOABi_l5oo, 370.000, 380.000
rV0q34lazw4, 30.000, 40.000
rZOFs0GuHic, 0.000, 10.000
r_Ex-1G8Qzo, 300.000, 310.000
rg5yCihK4Xs, 430.000, 440.000
rhMmkNc6cTk, 20.000, 30.000
rlMwPn9sj8c, 300.000, 310.000
rlqNDoNMd6E, 160.000, 170.000
rnEWBwgXAXk, 140.000, 150.000
rs5vj4wMucQ, 50.000, 60.000
rv4oj9lIh-Q, 0.000, 10.000
rzsuAshkY4g, 550.000, 560.000
s1DNxf7PzGM, 80.000, 90.000
s1wnxm-o-Co, 60.000, 70.000
s2xoJ8kIj5o, 120.000, 130.000
s4U170ZXy54, 140.000, 150.000
s9316tEmddc, 40.000, 50.000
sA-XzkxBEC8, 0.000, 10.000
sBmZilGD5e8, 300.000, 310.000
sDR91MyDK7o, 410.000, 420.000
sOOFFK9__SQ, 270.000, 280.000
sP263WBoKz4, 580.000, 590.000
sbvjsE3AnE4, 160.000, 170.000
shejkVdBlbY, 28.000, 38.000
sqDPMtvxl2Y, 80.000, 90.000
sqWuB59XtW8, 80.000, 90.000
stl3VMnhV68, 210.000, 220.000
swWQT96mZCo, 90.000, 100.000
sx9qDL5Hmeg, 50.000, 60.000
t1u6P3WZ1CQ, 220.000, 230.000
t9x9a670z0k, 10.000, 20.000
tArgz47u3t8, 120.000, 130.000
tBCXXxv6aa8, 320.000, 330.000
tFIdIDTDa4k, 30.000, 40.000
tGHMSWfAheM, 500.000, 510.000
tIfw5-ltABA, 70.000, 80.000
tKLJAX3iYTQ, 390.000, 400.000
tKfZZINRubw, 50.000, 60.000
tLY7drMn2N8, 70.000, 80.000
tLzDMXE4R5I, 330.000, 340.000
tMVwk5XjdmQ, 200.000, 210.000
tQmox7MZTRs, 280.000, 290.000
tT6DeVGGTN8, 30.000, 40.000
tXw3xvS_AjA, 110.000, 120.000
thd_9ClIR9Y, 280.000, 290.000
tljlyV2QNj4, 330.000, 340.000
tr9BANXTECY, 220.000, 230.000
trLOiVmwvLU, 60.000, 70.000
tvOZmWtLogM, 550.000, 560.000
twr_b7rcBgs, 130.000, 140.000
tyWwdTmn8Kw, 230.000, 240.000
u-2aI2iptmM, 20.000, 30.000
u-paXre9U_8, 220.000, 230.000
u21-Z5gJCB8, 30.000, 40.000
u2D6KLqwE-I, 520.000, 530.000
u2ScCFmUqWo, 30.000, 40.000
u6chuzwPPwc, 500.000, 510.000
uCdl6jMOkik, 110.000, 120.000
uMCms9VFMv0, 180.000, 190.000
uMy84j9uOXs, 300.000, 310.000
uPkEf13DJjY, 30.000, 40.000
uTSoX9vP49M, 0.000, 10.000
uYwvfxWF460, 350.000, 360.000
uZ49BkL4K5o, 30.000, 40.000
u_ffXkwLBNA, 60.000, 70.000
udqyPzJsSdw, 60.000, 70.000
ugxHt-50Z3M, 530.000, 540.000
uiRGSVplnck, 350.000, 360.000
ukxt9I7eMMg, 30.000, 40.000
uopFLZcZCws, 10.000, 20.000
v8tFrkd4_MQ, 240.000, 250.000
vGQbI7l4sQc, 170.000, 180.000
vW4x7S1VfQc, 150.000, 160.000
vkIYK8yhQfI, 4.000, 14.000
vmSTO7YduJU, 200.000, 210.000
vo2Ma_hlA1c, 320.000, 330.000
vplI_Rh0rw8, 370.000, 380.000
vxobZlZCxk0, 190.000, 200.000
vzvCdZqNjIg, 260.000, 270.000
w08uLjLMCNs, 22.000, 32.000
wASkwB8DJpo, 30.000, 40.000
wB9RjIyDi_E, 230.000, 240.000
wD-5UtJIuZo, 410.000, 420.000
wNPkXcgWrBc, 490.000, 500.000
wTideSjRFS0, 30.000, 40.000
wWNlG0Wf0B8, 20.000, 30.000
wYZkF1X3JM8, 70.000, 80.000
w_SZsZdKpRw, 320.000, 330.000
wkQIFMhZRLA, 30.000, 40.000
wlSnX18oaKM, 20.000, 30.000
wm27aCivQQ8, 160.000, 170.000
wotSE7qQwdI, 380.000, 390.000
wrV01PnlQNs, 60.000, 70.000
ws8pRHEg5XY, 220.000, 230.000
wv-AHPOjHUU, 50.000, 60.000
wvLv5ZW-Ess, 370.000, 380.000
wwTI7U2Fsvg, 150.000, 160.000
x1GdwAn8-dM, 160.000, 170.000
x3KCQaGgtgQ, 120.000, 130.000
x9XgyTSLsIY, 20.000, 30.000
xIVd5WE0nsU, 370.000, 380.000
xP2UEKMPCtI, 320.000, 330.000
xTv2oG-X8hw, 500.000, 510.000
xWzk5HtSDKE, 220.000, 230.000
xYwpABpZed4, 370.000, 380.000
xZBuo9aGR9c, 40.000, 50.000
xabyuwHRndg, 14.000, 24.000
xeg5sUjtReY, 50.000, 60.000
xlJSvbDDeWE, 50.000, 60.000
xnfrldMCdT0, 220.000, 230.000
xrohSHI_KJ0, 320.000, 330.000
xtPDHWnr-qE, 440.000, 450.000
xuQJQw_ZTxA, 190.000, 200.000
xyq5NVqVz2I, 90.000, 100.000
y-OzLbP81nk, 100.000, 110.000
y4I3LkPYoxs, 390.000, 400.000
yAcx0BFIRLk, 100.000, 110.000
yB3qdfv7brc, 370.000, 380.000
yGx08kFWCSE, 100.000, 110.000
yK_vi1n8Ja8, 280.000, 290.000
yKrFYY7JSW8, 490.000, 500.000
yKzUCoRJacQ, 60.000, 70.000
yN40RpT1DyQ, 30.000, 40.000
yPCgybma0Jc, 310.000, 320.000
yVXTSE1IqZE, 110.000, 120.000
yajyRTUQk3U, 400.000, 410.000
yanEEt_CUFE, 70.000, 80.000
ydENZzEh3lk, 260.000, 270.000
yeH99vklBv8, 290.000, 300.000
yeNb1k7ca5g, 470.000, 480.000
yhQ2Lg-7qDY, 130.000, 140.000
ykmxe6v6yW0, 110.000, 120.000
ylc2ETzp54s, 30.000, 40.000
ypHZTvRIclE, 150.000, 160.000
yv3wB9P4Cnk, 150.000, 160.000
ywaB_i4Vbm4, 530.000, 540.000
z3GPHGHwIU0, 100.000, 110.000
z5ADr6oqVIk, 310.000, 320.000
z6T6gHWcSmE, 100.000, 110.000
z90NIWomc-0, 100.000, 110.000
zCghjBsfJEc, 30.000, 40.000
zEyfS-abhkU, 130.000, 140.000
zIOokDnjKCM, 190.000, 200.000
zLsE4dsirXQ, 110.000, 120.000
zNRCh_LjqcU, 220.000, 230.000
zRNwZZQwDIU, 60.000, 70.000
zRrfwRtuUqM, 260.000, 270.000
zTS0scvtq3g, 30.000, 40.000
zZLHTRCQgI0, 30.000, 40.000
zigDOj89FkU, 110.000, 120.000
zjvFo0tuOKg, 30.000, 40.000
zk-xJGQU8-4, 130.000, 140.000
zkslGsxPw7w, 60.000, 70.000
zlJtT8faFec, 570.000, 580.000
zmloBdquptE, 280.000, 290.000
zn71_jTQee0, 30.000, 40.000
zycKCmsT58k, 30.000, 40.000
zyyI9ZpouoM, 260.000, 270.000
--GvdHSAsBs, 20.000, 30.000
-Gkv_n71Emk, 30.000, 40.000
-_TAzzQB_6E, 310.000, 320.000
-vikB7ZBCkg, 0.000, 7.000
00m3AbSa21M, 550.000, 560.000
048PO4BG6A0, 60.000, 70.000
06xprMsre2M, 80.000, 90.000
07_-zHUC8LA, 80.000, 90.000
0Ai4KF7DvP4, 560.000, 570.000
0EdTG-2RKMw, 70.000, 80.000
0NT0U1lcVXA, 90.000, 100.000
0Tug2yEoHec, 30.000, 40.000
0u_Vnb_8Sp8, 530.000, 540.000
1FX_jUCyP6Y, 30.000, 40.000
1GP6Q2MT-PA, 70.000, 80.000
1bGiPm8VF0I, 18.000, 28.000
1bdyFJt5nI4, 100.000, 110.000
1dzC8qk5Caw, 40.000, 50.000
1yysoT-rpsM, 350.000, 360.000
29QFbzq50oE, 20.000, 30.000
2U62puSGwOA, 230.000, 240.000
2e0e1vWsyJ8, 70.000, 80.000
2eI4UUKSMb8, 30.000, 40.000
2jZFbQOwODE, 220.000, 230.000
2mnKss5JdAU, 80.000, 90.000
2oBvH_38fzI, 160.000, 170.000
