# weakly labeled youtube video segments from the dcase dataset, reformated like google_audioset_meta
# 10 classes: /m/07pp_mv, /m/09x0r, /m/0bt9lr, /m/01yrx, /m/04brg2, /m/0dxrf, /m/04fgwm, /m/0d31p, /m/02pjr4, /m/0838f
# YTID, start_seconds, end_seconds, weak_labels
8ElgFfdm3I4, 30.000, 40.000, "/m/07pp_mv"
8FOSukeEmlI, 0.000, 10.000, "/m/07pp_mv"
8l_rjIsUzdQ, 16.000, 26.000, "/m/07pp_mv"
8mOksvfiImI, 130.000, 140.000, "/m/07pp_mv;/m/09x0r"
9MOOm2UWqg4, 90.000, 100.000, "/m/07pp_mv;/m/09x0r"
9a9wO2zHK_0, 20.000, 30.000, "/m/07pp_mv"
AeqkD4U_KvU, 90.000, 100.000, "/m/07pp_mv"
BIMZ4xizgBc, 0.000, 10.000, "/m/07pp_mv"
C08BB39CkeU, 0.000, 10.000, "/m/07pp_mv"
CSkW8JWWITY, 0.000, 5.000, "/m/07pp_mv"
CeyeVxQTXts, 12.000, 22.000, "/m/07pp_mv"
DN0gNwt-XuM, 140.000, 150.000, "/m/07pp_mv;/m/09x0r"
DWZjGH0sXXU, 30.000, 40.000, "/m/07pp_mv"
EZolNzNjcEs, 50.000, 60.000, "/m/07pp_mv;/m/09x0r"
EbMfK3MVPYU, 0.000, 10.000, "/m/07pp_mv"
F56fFsSYrj8, 0.000, 10.000, "/m/07pp_mv"
FLTWUsc03mg, 120.000, 130.000, "/m/07pp_mv;/m/09x0r"
FP1l5Q2DnHU, 270.000, 280.000, "/m/07pp_mv;/m/09x0r"
Fc3GdhovCpQ, 0.000, 9.000, "/m/07pp_mv;/m/09x0r"
Ff-LWu7Eyag, 40.000, 50.000, "/m/07pp_mv;/m/09x0r"
Fl6VgLJBfZI, 10.000, 20.000, "/m/07pp_mv"
H0Y9Qmjdtrw, 60.000, 70.000, "/m/07pp_mv;/m/09x0r"
HN8v2mMMc9c, 30.000, 40.000, "/m/07pp_mv"
HgNqeUAvbVI, 10.000, 20.000, "/m/07pp_mv;/m/09x0r"
JPtjelwyiyY, 280.000, 290.000, "/m/07pp_mv;/m/09x0r"
K9GDTXuoqp4, 14.000, 24.000, "/m/07pp_mv"
KXzsUM_hd04, 30.000, 40.000, "/m/07pp_mv"
L-shyM-lAF4, 70.000, 80.000, "/m/07pp_mv"
L2YkwcKaus4, 30.000, 40.000, "/m/07pp_mv"
17xCyq_4wvs, 440.000, 450.000, "/m/04brg2"
TSnq6n8tElo, 0.000, 10.000, "/m/04brg2"
g42ecK_5Ql4, 30.000, 40.000, "/m/04brg2;/m/09x0r"
dnFtHhbyprM, 60.000, 70.000, "/m/04brg2"
iUMViXPOP78, 130.000, 140.000, "/m/04brg2"
7yeWLEus7OI, 80.000, 90.000, "/m/04fgwm"
-l8PxqOuQno, 440.000, 450.000, "/m/04fgwm"
0d8_1lfiU0Q, 90.000, 100.000, "/m/04fgwm;/m/09x0r"
0ny3NV1LczM, 0.000, 10.000, "/m/04fgwm;/m/09x0r"
0uX3T48TZ-o, 0.000, 10.000, "/m/04fgwm"
10ka4Hi5ulc, 190.000, 200.000, "/m/04fgwm;/m/09x0r"
15MHODWgCm0, 460.000, 470.000, "/m/04fgwm;/m/09x0r"
1C0KmX3qjOI, 80.000, 90.000, "/m/04fgwm"
1VPLtD6f3ww, 200.000, 210.000, "/m/04fgwm;/m/09x0r"
2cVWhokonSg, 250.000, 260.000, "/m/04fgwm"
4Ej40iHrA-Q, 300.000, 310.000, "/m/04fgwm;/m/09x0r"
4iAdrVeCMZg, 120.000, 130.000, "/m/04fgwm"
4nOZGodjdJQ, 450.000, 460.000, "/m/04fgwm;/m/09x0r"
4qVqsHqlAfU, 50.000, 60.000, "/m/04fgwm"
5FNOfXHPtL8, 110.000, 120.000, "/m/04fgwm;/m/09x0r"
5P5Hw47eHq0, 70.000, 80.000, "/m/04fgwm"
6pgLixTKuLk, 0.000, 10.000, "/m/04fgwm"
6qa2gp8O9FA, 10.000, 20.000, "/m/04fgwm"
74H2THUDZTo, 130.000, 140.000, "/m/04fgwm"
7mvN10Zo2mg, 180.000, 190.000, "/m/04fgwm"
7yj_qBopdZU, 100.000, 110.000, "/m/04fgwm;/m/09x0r"
8_H6Pxw2hdI, 80.000, 90.000, "/m/04fgwm"
8zgQgREF1rA, 210.000, 220.000, "/m/04fgwm;/m/09x0r"
948s7w-mFs8, 460.000, 470.000, "/m/04fgwm"
9TAqtOkm1oY, 20.000, 30.000, "/m/04fgwm"
9UREnfaEBIs, 180.000, 190.000, "/m/04fgwm;/m/09x0r"
9vnCi8nepzY, 10.000, 20.000, "/m/04fgwm"
AaeemnJDijQ, 300.000, 310.000, "/m/04fgwm;/m/09x0r"
ClD5nZPCYpo, 340.000, 350.000, "/m/04fgwm"
DJ67WIInEfQ, 190.000, 200.000, "/m/04fgwm"
DshGlHW-Gso, 470.000, 480.000, "/m/04fgwm"
E2Wz2m4OnNc, 320.000, 330.000, "/m/04fgwm;/m/09x0r"
EsPtgM0aEtI, 90.000, 100.000, "/m/04fgwm"
G-HHDd9iGBk, 0.000, 10.000, "/m/04fgwm;/m/09x0r"
GH_MVIMQFHM, 0.000, 10.000, "/m/04fgwm"
IISdb2xY1c8, 70.000, 80.000, "/m/04fgwm"
IM7fC7cC-0s, 90.000, 100.000, "/m/04fgwm;/m/09x0r"
JuRJ472fUnk, 100.000, 110.000, "/m/04fgwm;/m/09x0r"
LWzfyt3e5Z8, 40.000, 50.000, "/m/04fgwm;/m/09x0r"
MGDY9Vzb7aU, 320.000, 330.000, "/m/04fgwm;/m/09x0r"
N3K9gKi72D8, 0.000, 10.000, "/m/04fgwm"
OggnKrdzaQw, 110.000, 120.000, "/m/04fgwm;/m/09x0r"
Pmxd_5MzMOU, 360.000, 370.000, "/m/04fgwm;/m/09x0r"
PuKbruzBgtQ, 120.000, 130.000, "/m/04fgwm"
Q82Zx2To3p0, 274.000, 284.000, "/m/04fgwm;/m/09x0r"
RKJ92g6Rlbg, 50.000, 60.000, "/m/04fgwm"
S6J_TBsr60w, 60.000, 70.000, "/m/04fgwm;/m/09x0r"
SfkcX840S7E, 340.000, 350.000, "/m/04fgwm;/m/09x0r"
TJQ2QmTpdiY, 290.000, 300.000, "/m/04fgwm"
TysWRPM860E, 360.000, 370.000, "/m/04fgwm;/m/09x0r"
UOQK9dEKpwU, 30.000, 40.000, "/m/04fgwm;/m/09x0r"
V0ML6ZWxKtY, 30.000, 40.000, "/m/04fgwm;/m/0838f;/m/09x0r"
VvDxsU8fX-Y, 70.000, 80.000, "/m/04fgwm;/m/09x0r"
WYOZOVeL38I, 400.000, 410.000, "/m/04fgwm;/m/09x0r"
WwwwbUrBLbQ, 180.000, 190.000, "/m/04fgwm;/m/09x0r"
XkhekLeZL0Q, 120.000, 130.000, "/m/04fgwm;/m/09x0r"
XlFk0McqRS0, 230.000, 240.000, "/m/04fgwm;/m/09x0r"
htox2pJ-XVs, 190.000, 200.000, "/m/02pjr4;/m/04brg2;/m/09x0r"
-3k1Xl7eriw, 140.000, 150.000, "/m/02pjr4;/m/09x0r"
-5SglSseBko, 180.000, 190.000, "/m/02pjr4"
-6XpcYja_QQ, 210.000, 220.000, "/m/02pjr4;/m/09x0r"
-BvlRNfCz1w, 50.000, 60.000, "/m/02pjr4;/m/09x0r"
-EvFB12zCk8, 30.000, 40.000, "/m/02pjr4"
-H8nh3Z1__M, 170.000, 180.000, "/m/02pjr4;/m/09x0r"
-HyhSn6rU8A, 100.000, 110.000, "/m/02pjr4"
-T5KPWf0llU, 110.000, 120.000, "/m/02pjr4;/m/09x0r"
-_UM0h1qcBM, 40.000, 50.000, "/m/02pjr4"
-aHF0scCGc4, 470.000, 480.000, "/m/02pjr4;/m/09x0r;/m/04brg2"
-fy0rQoumZ0, 230.000, 240.000, "/m/02pjr4"
-ghB9TOCBR8, 50.000, 60.000, "/m/02pjr4"
-klrkvfrYXU, 70.000, 80.000, "/m/02pjr4"
-rQOBpBoyXw, 220.000, 230.000, "/m/02pjr4;/m/09x0r"
-toGk_oBULM, 330.000, 340.000, "/m/02pjr4;/m/09x0r"
-uIrOdeAZbQ, 10.000, 20.000, "/m/02pjr4"
0R06GmUsGww, 40.000, 50.000, "/m/02pjr4"
0Tt-SGltms0, 480.000, 490.000, "/m/02pjr4;/m/09x0r"
0XURSgwK0VA, 210.000, 220.000, "/m/02pjr4;/m/09x0r"
0_zh25VgrPY, 50.000, 60.000, "/m/02pjr4"
0hy1fvEH4Zs, 30.000, 40.000, "/m/02pjr4;/m/09x0r"
0kLEZglWPAI, 230.000, 240.000, "/m/02pjr4"
0oQT-Cbz6D0, 60.000, 70.000, "/m/02pjr4;/m/09x0r"
0yFZ4mGgqgk, 90.000, 100.000, "/m/02pjr4;/m/09x0r"
10orprocVRw, 360.000, 370.000, "/m/02pjr4;/m/09x0r"
16YYTRJavNE, 110.000, 120.000, "/m/02pjr4;/m/09x0r"
1GUZ1qlXK8M, 70.000, 80.000, "/m/02pjr4;/m/09x0r"
1MMFztEi-Hk, 240.000, 250.000, "/m/02pjr4;/m/09x0r"
1f4p0vedfI8, 220.000, 230.000, "/m/02pjr4;/m/09x0r"
1j3EdSOu7ME, 30.000, 40.000, "/m/02pjr4"
1np6pFWeYNE, 200.000, 210.000, "/m/02pjr4;/m/09x0r"
1vXVjlZlCf4, 30.000, 40.000, "/m/02pjr4;/m/09x0r"
2EoNTqlwPi0, 90.000, 100.000, "/m/02pjr4;/m/09x0r"
2HKrcHOigTU, 130.000, 140.000, "/m/02pjr4;/m/09x0r"
2P_Yh66CIhY, 20.000, 30.000, "/m/02pjr4;/m/0838f"
2U6WeaRLEds, 140.000, 150.000, "/m/02pjr4;/m/09x0r"
2X6NE7dA1vw, 200.000, 210.000, "/m/02pjr4;/m/09x0r"
2aPtGGf0AEg, 290.000, 300.000, "/m/02pjr4;/m/09x0r"
2njW17xoQHY, 40.000, 50.000, "/m/02pjr4;/m/09x0r"
2sX5a11I5UQ, 480.000, 490.000, "/m/02pjr4;/m/09x0r"
2tX_nAyRSp0, 130.000, 140.000, "/m/02pjr4"
3EJ5Yf5hkx0, 150.000, 160.000, "/m/02pjr4;/m/09x0r"
3KRWwv1B1bc, 130.000, 140.000, "/m/02pjr4"
3Y-bKlz6yDY, 340.000, 350.000, "/m/02pjr4;/m/09x0r"
3aau8XlZ6rk, 110.000, 120.000, "/m/02pjr4;/m/09x0r"
3rn-t1PF84A, 80.000, 90.000, "/m/02pjr4;/m/09x0r"
3sNrNlVxMu8, 110.000, 120.000, "/m/02pjr4"
4Q37R8tiQUo, 370.000, 380.000, "/m/02pjr4;/m/09x0r"
4Xvbqxv8DTg, 330.000, 340.000, "/m/02pjr4"
4_yLxXvtm9s, 90.000, 100.000, "/m/02pjr4"
4aeWOVHDPoU, 580.000, 590.000, "/m/02pjr4;/m/09x0r"
4h1GQECU4GM, 330.000, 340.000, "/m/02pjr4"
4nm2U07swz0, 40.000, 50.000, "/m/02pjr4;/m/09x0r;/m/04brg2"
4qcrawQOVTM, 260.000, 270.000, "/m/02pjr4;/m/09x0r"
4sHNykqZDNE, 10.000, 20.000, "/m/02pjr4"
4uuGBWihU3g, 100.000, 110.000, "/m/02pjr4"
4xIq6W9b4jY, 60.000, 70.000, "/m/02pjr4;/m/09x0r"
52dupxkQbFo, 260.000, 270.000, "/m/02pjr4;/m/09x0r"
558YuvyAoao, 50.000, 60.000, "/m/02pjr4;/m/09x0r"
56hglfxZmSA, 200.000, 210.000, "/m/02pjr4"
57L82bDE3qw, 360.000, 370.000, "/m/02pjr4"
585sVgKWYHg, 130.000, 140.000, "/m/02pjr4"
5EZwT9M5pSA, 60.000, 70.000, "/m/02pjr4"
5IDCyA2GDgs, 30.000, 40.000, "/m/02pjr4"
5S85tBSOyWE, 170.000, 180.000, "/m/02pjr4;/m/09x0r"
5VRQeBUWq6Y, 50.000, 60.000, "/m/02pjr4;/m/09x0r"
5dI6uTc-ELo, 240.000, 250.000, "/m/02pjr4;/m/09x0r"
5fg4OOQEHgA, 40.000, 50.000, "/m/02pjr4"
5ioGzyY8bU0, 130.000, 140.000, "/m/02pjr4;/m/09x0r"
5mRrha-NzhY, 250.000, 260.000, "/m/02pjr4;/m/09x0r"
5rq2cNIJjDY, 100.000, 110.000, "/m/02pjr4;/m/09x0r"
5ySPLstciNg, 130.000, 140.000, "/m/02pjr4;/m/09x0r"
65IrP6p0D0w, 40.000, 50.000, "/m/02pjr4;/m/09x0r"
69HgDj5ObUE, 380.000, 390.000, "/m/02pjr4;/m/09x0r"
6EeyngaELKA, 0.000, 10.000, "/m/02pjr4"
6Jec5pP8JKQ, 70.000, 80.000, "/m/02pjr4"
6P6a4R2uZFI, 10.000, 20.000, "/m/02pjr4;/m/09x0r"
6RdolW1mrGY, 60.000, 70.000, "/m/02pjr4;/m/09x0r"
6_ADEY85YME, 110.000, 120.000, "/m/02pjr4"
6fxpVuxEHW4, 380.000, 390.000, "/m/02pjr4"
6giZCLr_kHQ, 110.000, 120.000, "/m/02pjr4;/m/09x0r"
6i7qgb6DDEw, 350.000, 360.000, "/m/02pjr4;/m/09x0r"
79se-Y2lBQ8, 50.000, 60.000, "/m/02pjr4;/m/09x0r"
7LPUszo1Iik, 50.000, 60.000, "/m/02pjr4"
7wi2e54glEM, 180.000, 190.000, "/m/02pjr4;/m/09x0r"
7zXcQDhtZDs, 210.000, 220.000, "/m/02pjr4;/m/09x0r"
83Txe5EAijU, 260.000, 270.000, "/m/02pjr4;/m/09x0r"
8FdSTXcdd_I, 90.000, 100.000, "/m/02pjr4;/m/09x0r"
8KuJppQ-eYo, 60.000, 70.000, "/m/02pjr4"
8ULJxyCGIDo, 130.000, 140.000, "/m/02pjr4;/m/09x0r"
8ajbjZHEE84, 30.000, 40.000, "/m/02pjr4;/m/09x0r"
8sVHU5ZS5zA, 30.000, 40.000, "/m/02pjr4;/m/09x0r"
8vH-7eaPSuQ, 110.000, 120.000, "/m/02pjr4;/m/09x0r"
8xGTYSfiOho, 70.000, 80.000, "/m/02pjr4"
90WHXVizpa4, 560.000, 570.000, "/m/02pjr4;/m/09x0r"
99OwHVyV-TU, 110.000, 120.000, "/m/02pjr4"
99cwh996lpU, 540.000, 550.000, "/m/02pjr4;/m/09x0r"
9Bac9Hg6ix8, 200.000, 210.000, "/m/02pjr4;/m/09x0r"
9F8Ea-D4s2s, 350.000, 360.000, "/m/02pjr4;/m/09x0r"
9QYrSEuK2y8, 80.000, 90.000, "/m/02pjr4"
9fp-9qML6j0, 0.000, 10.000, "/m/02pjr4"
9wjb1AfkAns, 230.000, 240.000, "/m/02pjr4"
Ahopgeu0JLY, 60.000, 70.000, "/m/02pjr4;/m/09x0r"
AuM1rU__KQA, 360.000, 370.000, "/m/02pjr4"
B40LYUDQXsI, 220.000, 230.000, "/m/02pjr4;/m/09x0r"
B4d09kEOrS0, 40.000, 50.000, "/m/02pjr4"
B6ggNg0zh7g, 50.000, 60.000, "/m/02pjr4;/m/09x0r"
Bi6KCe9AM30, 150.000, 160.000, "/m/02pjr4;/m/09x0r;/m/04brg2"
BkUdwj5JR0Q, 20.000, 30.000, "/m/02pjr4;/m/09x0r"
Bma1LAXdxoI, 80.000, 90.000, "/m/02pjr4"
Br8Rn5iN8ko, 80.000, 90.000, "/m/02pjr4;/m/09x0r"
BuYLhXrknLc, 60.000, 70.000, "/m/02pjr4;/m/09x0r"
BwJgOCnwsA8, 80.000, 90.000, "/m/02pjr4;/m/09x0r"
C2ZwwKIThvU, 10.000, 20.000, "/m/02pjr4"
C6G6Clcqhvs, 170.000, 180.000, "/m/02pjr4"
C8NPjvCLGak, 20.000, 30.000, "/m/02pjr4"
C8obKwBa33A, 40.000, 50.000, "/m/02pjr4;/m/09x0r;/m/04brg2"
C9cqgHZeGxo, 170.000, 180.000, "/m/02pjr4;/m/09x0r"
CFyKc5-3BF0, 420.000, 430.000, "/m/02pjr4;/m/09x0r"
CG6PGt5GazM, 0.000, 10.000, "/m/02pjr4"
CH4_LVdfV8Q, 30.000, 40.000, "/m/02pjr4;/m/09x0r"
CKZ6cyVKQEw, 120.000, 130.000, "/m/02pjr4;/m/09x0r"
CNRLrz9xUwY, 30.000, 40.000, "/m/02pjr4;/m/09x0r"
CYLZnd9SB7Y, 40.000, 50.000, "/m/02pjr4"
CePd0H0KpUU, 30.000, 40.000, "/m/02pjr4"
DJ1T9Es0htI, 310.000, 320.000, "/m/02pjr4;/m/09x0r"
DLFIy38xCB8, 150.000, 160.000, "/m/02pjr4;/m/09x0r"
DgElEEFPRaE, 570.000, 580.000, "/m/02pjr4"
DoW-vPhJbK4, 60.000, 70.000, "/m/02pjr4;/m/09x0r"
DptBcsuywGc, 90.000, 100.000, "/m/02pjr4;/m/09x0r"
DvgyFP7jxh4, 70.000, 80.000, "/m/02pjr4;/m/09x0r"
DvntfZKOkFg, 70.000, 80.000, "/m/02pjr4;/m/09x0r"
DxLsuLSwPXg, 40.000, 50.000, "/m/02pjr4;/m/09x0r"
--L9-DQKtlk, 250.000, 260.000, "/m/0838f;/m/09x0r"
-0RUcq5tkNU, 60.000, 70.000, "/m/0838f;/m/09x0r"
-tF2I8HmsHg, 0.000, 10.000, "/m/0838f;/m/09x0r;/m/0bt9lr"
-dpI6JsEyLs, 370.000, 380.000, "/m/0838f;/m/04brg2"
3MvZNrzT_yY, 230.000, 240.000, "/m/0838f;/m/04brg2;/m/09x0r"
_M6meJksXGE, 70.000, 80.000, "/m/0838f;/m/04brg2"
JlR9YiI_Spo, 30.000, 40.000, "/m/0838f;/m/09x0r"
OFPWxYhuqkM, 30.000, 40.000, "/m/0838f"
-64ZmjOBlE8, 20.000, 30.000, "/m/0838f"
-JP_MEol_8I, 60.000, 70.000, "/m/0838f;/m/09x0r"
-SxC_hWxr8E, 80.000, 90.000, "/m/0838f"
-ZZ16CynYAU, 40.000, 50.000, "/m/0838f"
-_SpAZLpoWw, 130.000, 140.000, "/m/0838f;/m/09x0r"
-yJiF8j1mBg, 40.000, 50.000, "/m/0838f;/m/09x0r"
0-_qA6N0U0U, 130.000, 140.000, "/m/0838f;/m/09x0r"
0UMoM9GT5Ws, 100.000, 110.000, "/m/0838f"
0aFcKmzH5uM, 70.000, 80.000, "/m/0838f;/m/09x0r"
0cnz5UnKhVQ, 20.000, 30.000, "/m/0838f;/m/09x0r"
0dGRxCpfAAU, 330.000, 340.000, "/m/0838f;/m/09x0r"
0efD01_zD8o, 20.000, 30.000, "/m/0838f;/m/04brg2"
0m3vVvKpVQg, 0.000, 10.000, "/m/0838f"
102JJRQMSWI, 330.000, 340.000, "/m/0838f;/m/09x0r"
154QbSZVTgw, 30.000, 40.000, "/m/0838f;/m/09x0r"
1Q2KE92L738, 40.000, 50.000, "/m/0838f"
1WI4qtcajVE, 60.000, 70.000, "/m/0838f"
1g_Q4M0-2Wk, 300.000, 310.000, "/m/0838f;/m/09x0r"
1kBcy6e8C6U, 10.000, 20.000, "/m/0838f;/m/09x0r"
1l2JCxeQzz8, 190.000, 200.000, "/m/0838f;/m/09x0r"
1oHc2z4CcQE, 170.000, 180.000, "/m/0838f;/m/09x0r"
1xXFh-z674c, 0.000, 10.000, "/m/0838f"
28RybnaaruE, 40.000, 50.000, "/m/0838f;/m/09x0r"
2A0V2P_k54o, 140.000, 150.000, "/m/0838f"
2Cwb4A7_BKU, 520.000, 530.000, "/m/0838f;/m/09x0r"
2UEONa82Uqc, 440.000, 450.000, "/m/0838f;/m/09x0r"
2aOxQ7yhhcs, 490.000, 500.000, "/m/0838f;/m/09x0r"
2az5_nabV6Q, 280.000, 290.000, "/m/0838f"
2evVhUh-lHI, 50.000, 60.000, "/m/0838f"
2j5WqXOAQFc, 290.000, 300.000, "/m/0838f;/m/09x0r"
2lpy_JOBHLM, 150.000, 160.000, "/m/0838f;/m/09x0r"
2nKHeUk3hc4, 280.000, 290.000, "/m/0838f;/m/09x0r"
2nW29N2td3w, 10.000, 20.000, "/m/0838f"
32YmhSSVU4U, 30.000, 40.000, "/m/0838f"
34LsZwq04uo, 190.000, 200.000, "/m/0838f;/m/09x0r"
37zZvSkYhO4, 0.000, 10.000, "/m/0838f;/m/09x0r"
3HO5aMVbsRI, 210.000, 220.000, "/m/0838f;/m/09x0r"
3vphosRD_Uk, 40.000, 50.000, "/m/0838f"
4BDeI3b0Nyc, 40.000, 50.000, "/m/0838f"
4O6LOE7kQJA, 240.000, 250.000, "/m/0838f;/m/09x0r"
4kT1BaFHza0, 50.000, 60.000, "/m/0838f"
4n7O0dJ3pmE, 0.000, 10.000, "/m/0838f"
5aE_ARYhtgY, 30.000, 40.000, "/m/0838f"
5hRL4oBRP7E, 10.000, 20.000, "/m/0838f"
5yFBvLbq1XA, 30.000, 40.000, "/m/0838f"
6IfLsA7TAyE, 30.000, 40.000, "/m/0838f"
6UDbuFKXaR0, 10.000, 20.000, "/m/0838f"
6UgKM2GQR-I, 20.000, 30.000, "/m/0838f;/m/09x0r"
6nxejjU5uP0, 50.000, 60.000, "/m/0838f"
71cT7xAs4VI, 50.000, 60.000, "/m/0838f;/m/09x0r"
72_3uEVpP1k, 140.000, 150.000, "/m/0838f;/m/09x0r"
7kdT0XUlUR4, 120.000, 130.000, "/m/0838f;/m/09x0r"
7p46zniZmQo, 150.000, 160.000, "/m/0838f"
8-8j3bdea70, 240.000, 250.000, "/m/0838f;/m/09x0r"
8FNGAEJom4k, 70.000, 80.000, "/m/0838f"
8X4RhPRTYQk, 220.000, 230.000, "/m/0838f;/m/0838f"
8fhjIpCeRs8, 30.000, 40.000, "/m/0838f"
8hL72rmg56U, 50.000, 60.000, "/m/0838f;/m/09x0r"
966jA2-z0mQ, 340.000, 350.000, "/m/0838f;/m/09x0r"
990kimBvy1U, 100.000, 110.000, "/m/0838f"
9aN9xCyWw8Q, 190.000, 200.000, "/m/0838f"
9fLNaTP3gps, 10.000, 20.000, "/m/0838f"
9mZZGZzzZvg, 190.000, 200.000, "/m/0838f;/m/09x0r"
AZmZ6kfHm1M, 10.000, 20.000, "/m/0838f"
Aa_maNDcSOw, 510.000, 520.000, "/m/0838f"
AjGA2F4q6uk, 470.000, 480.000, "/m/0838f;/m/09x0r"
ArSkEp-eSGA, 30.000, 40.000, "/m/0838f;/m/09x0r"
Axt_nGcrTR8, 500.000, 510.000, "/m/0838f"
BHzi0r-mghI, 30.000, 40.000, "/m/0838f;/m/09x0r"
BKSjAQdCpHQ, 60.000, 70.000, "/m/0838f;/m/09x0r"
BMDKkCbuzhg, 260.000, 270.000, "/m/0838f;/m/09x0r"
BSUZp6JIM38, 160.000, 170.000, "/m/0838f"
BbFqr4n4IZA, 120.000, 130.000, "/m/0838f;/m/09x0r"
C418nNoQeeA, 220.000, 230.000, "/m/0838f;/m/09x0r"
C6Ljue5PzIU, 240.000, 250.000, "/m/0838f"
C7Cf1q11zRw, 530.000, 540.000, "/m/0838f;/m/09x0r"
CAPCNEViaeo, 30.000, 40.000, "/m/0838f"
DC9p-KcYyPE, 100.000, 110.000, "/m/0838f;/m/09x0r"
DMtxOWGoerQ, 400.000, 410.000, "/m/0838f;/m/04brg2"
DPHu5KujHNc, 70.000, 80.000, "/m/0838f"
DanK-ZvjgN4, 0.000, 4.000, "/m/0838f"
DgFHRdGc8uQ, 20.000, 30.000, "/m/0838f"
DzsmK2kM-5U, 30.000, 40.000, "/m/0838f;/m/09x0r"
EDAJyMTNzdU, 0.000, 10.000, "/m/0838f"
EF8kEq-kgWE, 220.000, 230.000, "/m/0838f;/m/09x0r"
EskIddwvxxk, 510.000, 520.000, "/m/0838f;/m/09x0r"
F86r24n2tRg, 30.000, 40.000, "/m/0838f;/m/09x0r"
FBmIdVwK4d4, 90.000, 100.000, "/m/0838f"
FRho6fbN91k, 410.000, 420.000, "/m/0838f"
FfKGh8AIuSQ, 220.000, 230.000, "/m/0838f;/m/09x0r"
FmhReQEt-eg, 30.000, 40.000, "/m/0838f"
FofzmaOwL9I, 20.000, 30.000, "/m/0838f"
GCETAb5PT7I, 0.000, 10.000, "/m/0838f"
GaVEjL__sc8, 40.000, 50.000, "/m/0838f"
Gr8s4MZs0Fo, 110.000, 120.000, "/m/0838f;/m/09x0r"
Gx_Tfbrmfvs, 80.000, 90.000, "/m/0838f"
HOPPuIFvAqs, 30.000, 40.000, "/m/0838f"
HZ2E6E_9Im8, 60.000, 70.000, "/m/0838f;/m/09x0r"
H_KNJ52nAiM, 0.000, 10.000, "/m/0838f"
HclaeqlHtAI, 450.000, 460.000, "/m/0838f;/m/09x0r"
HgAWCQ5fvaY, 30.000, 40.000, "/m/0838f"
I1Qr1n4gyik, 150.000, 160.000, "/m/0838f"
IBZM13fbFHI, 150.000, 160.000, "/m/0838f"
IWO1f7E0CF4, 40.000, 50.000, "/m/0838f"
IYie9f5Zoi4, 110.000, 120.000, "/m/0838f"
IZmZEQiMQXo, 70.000, 80.000, "/m/0838f"
IZpgE9_0SKw, 70.000, 80.000, "/m/0838f"
IrDw7HMy630, 120.000, 130.000, "/m/0838f"
JGUGlVTs2-M, 410.000, 420.000, "/m/0838f;/m/09x0r"
JSfuu1BOwRo, 0.000, 10.000, "/m/0838f"
JjrgFhpGlB8, 70.000, 80.000, "/m/0838f"
JrJAL0TyUCc, 190.000, 200.000, "/m/0838f;/m/09x0r"
K8hvtDv4Pu0, 360.000, 370.000, "/m/0838f;/m/09x0r"
K97MbozOfeM, 130.000, 140.000, "/m/0838f"
KG68Xooiy4Y, 120.000, 130.000, "/m/0838f;/m/09x0r"
KRPlcAANvn0, 120.000, 130.000, "/m/0838f"
KWYMHBrFzko, 110.000, 120.000, "/m/0838f;/m/09x0r"
KWxy6GNZIOM, 10.000, 20.000, "/m/0838f"
KaTlXvarwgc, 10.000, 20.000, "/m/0838f"
KaZqY164XkE, 30.000, 40.000, "/m/0838f;/m/09x0r"
KkNOG6LDB08, 110.000, 120.000, "/m/0838f"
LYcW_eTDHQU, 13.000, 23.000, "/m/0838f"
LgVquCHPHP0, 0.000, 10.000, "/m/0838f;/m/09x0r"
LjlszWDz1Js, 350.000, 360.000, "/m/0838f"
M5WdAtpjhuE, 20.000, 30.000, "/m/0838f"
M5chN5WgE4g, 10.000, 20.000, "/m/0838f"
M6redC33XpU, 240.000, 250.000, "/m/0838f;/m/09x0r"
MNnbPAYosw4, 290.000, 300.000, "/m/0838f;/m/09x0r"
NGPBlFWUrX0, 30.000, 40.000, "/m/0838f;/m/09x0r"
NVG6edrUkZE, 570.000, 580.000, "/m/0838f"
NhIzjgScWG8, 30.000, 40.000, "/m/0838f"
Nju5CH-3cAw, 250.000, 260.000, "/m/0838f;/m/09x0r"
O6ANSuo4wqA, 500.000, 510.000, "/m/0838f;/m/09x0r"
O8fDStDVZGc, 0.000, 10.000, "/m/0838f"
ONh6Jb2MbSo, 90.000, 100.000, "/m/0838f"
OUxnwfKtTE0, 20.000, 30.000, "/m/0838f"
Ok5fxdkbVvY, 410.000, 420.000, "/m/0838f"
OvIWDoKqVyo, 70.000, 80.000, "/m/0838f"
Oz54Auev9eU, 170.000, 180.000, "/m/0838f"
PNjr19PWgs8, 30.000, 40.000, "/m/0838f"
PUklJ_YM2nY, 230.000, 240.000, "/m/0838f;/m/09x0r"
PWG95GjByFQ, 140.000, 150.000, "/m/0838f;/m/09x0r"
Pfc9MUPk0dw, 110.000, 120.000, "/m/0838f"
Pq2R5Lc0Gms, 60.000, 70.000, "/m/0838f;/m/09x0r"
PsbbXhvgzKU, 120.000, 130.000, "/m/0838f"
PsgvPFOr-TM, 30.000, 40.000, "/m/0838f"
Pt09W6J9Awk, 0.000, 10.000, "/m/0838f;/m/09x0r"
PvH6dGL-N6Y, 30.000, 40.000, "/m/0838f;/m/09x0r"
